episode,reward
326,-12
327,-18
328,-12
329,-11
330,-13
331,-110
332,-106
333,-11
334,-114
335,-11
336,-11
337,-109
338,-11
339,-11
340,-11
341,-11
342,-11
343,-13
344,-22
345,-11
346,-13
347,-11
348,-13
349,-106
350,-11
351,-13
352,-11
353,-11
354,-11
355,-11
356,-11
357,-11
358,-11
359,-11
360,-12
361,-29
362,-12
363,-107
364,-13
365,-11
366,-11
367,-11
368,-19
369,-13
370,-104
371,-11
372,-11
373,-11
374,-11
375,-11
376,-11
377,-11
378,-13
379,-11
380,-11
381,-109
382,-11
383,-110
384,-100
385,-13
386,-11
387,-15
388,-15
389,-102
390,-11
391,-11
392,-11
393,-11
394,-11
395,-13
396,-11
397,-11
398,-108
399,-15
400,-13
401,-105
402,-103
403,-11
404,-11
405,-11
406,-13
407,-11
408,-11
409,-11
410,-11
411,-12
412,-11
413,-11
414,-105
415,-11
416,-111
417,-13
418,-13
419,-11
420,-11
421,-11
422,-13
423,-13
424,-11
425,-16
426,-11
427,-16
428,-11
429,-11
430,-11
431,-13
432,-107
433,-11
434,-11
435,-11
436,-13
437,-15
438,-104
439,-13
440,-11
441,-11
442,-11
443,-11
444,-11
445,-13
446,-13
447,-11
448,-105
449,-11
450,-106
451,-13
452,-15
453,-111
454,-11
455,-109
456,-15
457,-11
458,-11
459,-11
460,-11
461,-11
462,-102
463,-13
464,-13
465,-11
466,-113
467,-11
468,-11
469,-11
470,-11
471,-15
472,-11
473,-102
474,-107
475,-13
476,-103
477,-11
478,-112
479,-11
480,-11
481,-11
482,-104
483,-106
484,-11
485,-13
486,-11
487,-11
488,-13
489,-11
490,-11
491,-11
492,-11
493,-11
494,-11
495,-11
496,-11
497,-11
498,-11
499,-12
500,-13
501,-13
502,-20
503,-14
504,-11
505,-11
506,-13
507,-17
508,-11
509,-11
510,-13
511,-11
512,-110
513,-17
514,-107
515,-13
516,-11
517,-11
518,-11
519,-11
520,-11
521,-11
522,-11
523,-16
524,-11
525,-110
526,-15
527,-102
528,-13
529,-11
530,-11
531,-11
532,-13
533,-16
534,-11
535,-11
536,-11
537,-11
538,-11
539,-13
540,-11
541,-103
542,-11
543,-11
544,-13
545,-111
546,-11
547,-13
548,-13
549,-111
550,-13
551,-11
552,-11
553,-13
554,-11
555,-15
556,-13
557,-11
558,-103
559,-11
560,-102
561,-11
562,-102
563,-13
564,-13
565,-11
566,-11
567,-11
568,-11
569,-13
570,-11
571,-13
572,-102
573,-11
574,-11
575,-11
576,-11
577,-15
578,-11
579,-11
580,-12
581,-111
582,-11
583,-15
584,-109
585,-15
586,-13
587,-15
588,-107
589,-11
590,-11
591,-11
592,-11
593,-15
594,-13
595,-11
596,-11
597,-11
598,-20
599,-11
600,-11
601,-11
602,-11
603,-11
604,-100
605,-11
606,-102
607,-11
608,-11
609,-11
610,-11
611,-13
612,-11
613,-11
614,-11
615,-13
616,-13
617,-11
618,-11
619,-12
620,-11
621,-15
622,-11
623,-15
624,-11
625,-15
626,-11
627,-109
628,-11
629,-11
630,-11
631,-11
632,-11
633,-11
634,-11
635,-11
636,-11
637,-108
638,-11
639,-11
640,-12
641,-12
642,-105
643,-13
644,-105
645,-12
646,-13
647,-21
648,-11
649,-11
650,-11
651,-11
652,-13
653,-11
654,-11
655,-11
656,-20
657,-11
658,-13
659,-11
660,-110
661,-13
662,-100
663,-11
664,-11
665,-16
666,-11
667,-11
668,-11
669,-21
670,-105
671,-11
672,-105
673,-11
674,-11
675,-106
676,-13
677,-11
678,-11
679,-12
680,-11
681,-11
682,-11
683,-11
684,-100
685,-18
686,-11
687,-11
688,-11
689,-12
690,-11
691,-11
692,-13
693,-11
694,-11
695,-14
696,-11
697,-13
698,-12
699,-110
700,-13
701,-11
702,-11
703,-13
704,-11
705,-11
706,-11
707,-11
708,-13
709,-11
710,-110
711,-13
712,-105
713,-13
714,-110
715,-106
716,-11
717,-103
718,-13
719,-13
720,-11
721,-11
722,-11
723,-11
724,-11
725,-12
726,-14
727,-13
728,-11
729,-11
730,-11
731,-11
732,-100
733,-11
734,-11
735,-11
736,-11
737,-19
738,-11
739,-11
740,-11
741,-11
742,-11
743,-13
744,-11
745,-13
746,-11
747,-11
748,-11
749,-12
750,-11
751,-11
752,-106
753,-11
754,-11
755,-15
756,-15
757,-103
758,-11
759,-15
760,-104
761,-13
762,-11
763,-11
764,-17
765,-11
766,-11
767,-13
768,-106
769,-11
770,-15
771,-13
772,-11
773,-11
774,-11
775,-11
776,-11
777,-11
778,-11
779,-11
780,-11
781,-11
782,-111
783,-13
784,-13
785,-11
786,-102
787,-11
788,-11
789,-11
790,-12
791,-11
792,-11
793,-11
794,-106
795,-11
796,-13
797,-11
798,-11
799,-13
800,-11
801,-11
802,-19
803,-11
804,-11
805,-104
806,-13
807,-11
808,-11
809,-11
810,-11
811,-11
812,-12
813,-11
814,-111
815,-11
816,-13
817,-11
818,-11
819,-11
820,-13
821,-15
822,-12
823,-11
824,-11
825,-11
826,-11
827,-13
828,-13
829,-16
830,-15
831,-12
832,-109
833,-105
834,-11
835,-13
836,-11
837,-104
838,-11
839,-11
840,-13
841,-11
842,-11
843,-11
844,-113
845,-11
846,-11
847,-11
848,-11
849,-11
850,-13
851,-13
852,-11
853,-11
854,-110
855,-11
856,-11
857,-13
858,-11
859,-15
860,-11
861,-11
862,-113
863,-11
864,-105
865,-11
866,-11
867,-14
868,-11
869,-11
870,-15
871,-11
872,-11
873,-11
874,-13
875,-11
876,-31
877,-11
878,-11
879,-103
880,-13
881,-11
882,-13
883,-11
884,-11
885,-15
886,-11
887,-11
888,-111
889,-102
890,-15
891,-111
892,-13
893,-11
894,-11
895,-11
896,-13
897,-13
898,-13
899,-13
900,-13
901,-13
902,-11
903,-13
904,-13
905,-11
906,-11
907,-13
908,-11
909,-104
910,-11
911,-11
912,-13
913,-11
914,-13
915,-11
916,-13
917,-11
918,-110
919,-11
920,-11
921,-13
922,-11
923,-11
924,-111
925,-11
926,-11
927,-11
928,-11
929,-19
930,-11
931,-13
932,-11
933,-15
934,-108
935,-111
936,-13
937,-11
938,-11
939,-11
940,-12
941,-100
942,-11
943,-11
944,-11
945,-11
946,-11
947,-15
948,-11
949,-11
950,-11
951,-11
952,-11
953,-11
954,-11
955,-11
956,-11
957,-15
958,-108
959,-11
960,-11
961,-11
962,-15
963,-13
964,-13
965,-13
966,-15
967,-13
968,-11
969,-13
970,-11
971,-11
972,-11
973,-11
974,-13
975,-11
976,-12
977,-11
978,-11
979,-15
980,-11
981,-11
982,-13
983,-11
984,-106
985,-11
986,-11
987,-11
988,-11
989,-11
990,-111
991,-11
992,-11
993,-108
994,-111
995,-13
996,-13
997,-13
998,-13
999,-11
1000,-11
1001,-103
1002,-13
1003,-11
1004,-13
1005,-13
1006,-11
1007,-11
1008,-110
1009,-11
1010,-106
1011,-11
1012,-13
1013,-11
1014,-11
1015,-11
1016,-11
1017,-100
1018,-11
1019,-13
1020,-11
1021,-11
1022,-15
1023,-13
1024,-19
1025,-11
1026,-11
1027,-11
1028,-107
1029,-13
1030,-11
1031,-13
1032,-11
1033,-11
1034,-13
1035,-108
1036,-11
1037,-13
1038,-11
1039,-11
1040,-11
1041,-11
1042,-100
1043,-11
1044,-11
1045,-11
1046,-110
1047,-15
1048,-109
1049,-11
1050,-13
1051,-11
1052,-11
1053,-11
1054,-13
1055,-11
1056,-11
1057,-14
1058,-11
1059,-11
1060,-11
1061,-11
1062,-11
1063,-15
1064,-11
1065,-15
1066,-11
1067,-12
1068,-11
1069,-19
1070,-11
1071,-11
1072,-11
1073,-11
1074,-11
1075,-13
1076,-11
1077,-15
1078,-11
1079,-23
1080,-13
1081,-11
1082,-11
1083,-11
1084,-11
1085,-11
1086,-11
1087,-11
1088,-11
1089,-15
1090,-11
1091,-11
1092,-11
1093,-11
1094,-11
1095,-11
1096,-11
1097,-108
1098,-13
1099,-111
1100,-13
1101,-12
1102,-11
1103,-11
1104,-11
1105,-11
1106,-12
1107,-12
1108,-11
1109,-11
1110,-12
1111,-11
1112,-11
1113,-11
1114,-12
1115,-11
1116,-104
1117,-15
1118,-103
1119,-11
1120,-109
1121,-11
1122,-13
1123,-11
1124,-11
1125,-11
1126,-15
1127,-105
1128,-13
1129,-105
1130,-11
1131,-11
1132,-11
1133,-11
1134,-11
1135,-11
1136,-11
1137,-11
1138,-13
1139,-11
1140,-11
1141,-109
1142,-11
1143,-107
1144,-13
1145,-11
1146,-11
1147,-15
1148,-11
1149,-11
1150,-12
1151,-11
1152,-15
1153,-11
1154,-11
1155,-12
1156,-11
1157,-11
1158,-11
1159,-11
1160,-11
1161,-11
1162,-13
1163,-11
1164,-11
1165,-11
1166,-11
1167,-13
1168,-12
1169,-13
1170,-11
1171,-15
1172,-103
1173,-13
1174,-106
1175,-11
1176,-13
1177,-100
1178,-11
1179,-11
1180,-11
1181,-100
1182,-11
1183,-11
1184,-11
1185,-12
1186,-11
1187,-13
1188,-13
1189,-111
1190,-19
1191,-13
1192,-11
1193,-11
1194,-11
1195,-11
1196,-11
1197,-11
1198,-11
1199,-11
1200,-11
1201,-11
1202,-11
1203,-13
1204,-11
1205,-11
1206,-13
1207,-13
1208,-15
1209,-11
1210,-11
1211,-11
1212,-11
1213,-11
1214,-11
1215,-11
1216,-11
1217,-11
1218,-11
1219,-11
1220,-11
1221,-11
1222,-11
1223,-105
1224,-109
1225,-107
1226,-11
1227,-109
1228,-11
1229,-12
1230,-16
1231,-11
1232,-11
1233,-11
1234,-11
1235,-11
1236,-11
1237,-11
1238,-11
1239,-11
1240,-13
1241,-12
1242,-11
1243,-103
1244,-11
1245,-11
1246,-11
1247,-102
1248,-11
1249,-13
1250,-11
1251,-11
1252,-13
1253,-11
1254,-13
1255,-13
1256,-11
1257,-11
1258,-13
1259,-11
1260,-11
1261,-11
1262,-13
1263,-11
1264,-11
1265,-11
1266,-107
1267,-11
1268,-11
1269,-13
1270,-11
1271,-102
1272,-11
1273,-11
1274,-11
1275,-11
1276,-15
1277,-111
1278,-11
1279,-13
1280,-13
1281,-11
1282,-11
1283,-13
1284,-12
1285,-13
1286,-11
1287,-111
1288,-13
1289,-11
1290,-13
1291,-11
1292,-104
1293,-11
1294,-11
1295,-11
1296,-11
1297,-11
1298,-11
1299,-13
1300,-11
1301,-11
1302,-13
1303,-106
1304,-111
1305,-11
1306,-11
1307,-11
1308,-11
1309,-11
1310,-11
1311,-11
1312,-11
1313,-11
1314,-11
1315,-11
1316,-107
1317,-11
1318,-11
1319,-11
1320,-11
1321,-11
1322,-11
1323,-107
1324,-104
1325,-13
1326,-13
1327,-26
1328,-107
1329,-13
1330,-11
1331,-11
1332,-13
1333,-11
1334,-110
1335,-108
1336,-11
1337,-11
1338,-13
1339,-11
1340,-11
1341,-11
1342,-11
1343,-102
1344,-11
1345,-11
1346,-11
1347,-102
1348,-11
1349,-13
1350,-11
1351,-11
1352,-21
1353,-108
1354,-11
1355,-11
1356,-13
1357,-108
1358,-13
1359,-15
1360,-13
1361,-11
1362,-11
1363,-13
1364,-11
1365,-11
1366,-11
1367,-13
1368,-11
1369,-13
1370,-110
1371,-12
1372,-12
1373,-11
1374,-16
1375,-11
1376,-11
1377,-13
1378,-11
1379,-13
1380,-13
1381,-11
1382,-14
1383,-11
1384,-11
1385,-11
1386,-11
1387,-26
1388,-13
1389,-14
1390,-11
1391,-11
1392,-11
1393,-11
1394,-15
1395,-11
1396,-11
1397,-11
1398,-13
1399,-13
1400,-11
1401,-11
1402,-11
1403,-11
1404,-11
1405,-15
1406,-100
1407,-11
1408,-11
1409,-11
1410,-15
1411,-100
1412,-11
1413,-11
1414,-11
1415,-13
1416,-11
1417,-102
1418,-11
1419,-11
1420,-13
1421,-11
1422,-11
1423,-19
1424,-11
1425,-11
1426,-15
1427,-11
1428,-11
1429,-11
1430,-111
1431,-12
1432,-14
1433,-17
1434,-11
1435,-11
1436,-13
1437,-13
1438,-11
1439,-11
1440,-11
1441,-13
1442,-11
1443,-11
1444,-15
1445,-12
1446,-13
1447,-12
1448,-11
1449,-11
1450,-13
1451,-11
1452,-12
1453,-106
1454,-11
1455,-105
1456,-11
1457,-13
1458,-11
1459,-11
1460,-13
1461,-11
1462,-13
1463,-12
1464,-111
1465,-100
1466,-11
1467,-100
1468,-11
1469,-100
1470,-11
1471,-109
1472,-11
1473,-11
1474,-11
1475,-13
1476,-11
1477,-11
1478,-13
1479,-11
1480,-11
1481,-11
1482,-11
1483,-14
1484,-11
1485,-11
1486,-11
1487,-100
1488,-11
1489,-11
1490,-11
1491,-11
1492,-11
1493,-14
1494,-13
1495,-13
1496,-11
1497,-11
1498,-11
1499,-11
1500,-102
1501,-13
1502,-15
1503,-11
1504,-11
1505,-11
1506,-11
1507,-13
1508,-11
1509,-102
1510,-13
1511,-111
1512,-11
1513,-11
1514,-11
1515,-11
1516,-11
1517,-16
1518,-13
1519,-15
1520,-106
1521,-11
1522,-11
1523,-11
1524,-11
1525,-12
1526,-13
1527,-11
1528,-11
1529,-13
1530,-11
1531,-12
1532,-11
1533,-13
1534,-13
1535,-11
1536,-11
1537,-11
1538,-13
1539,-11
1540,-11
1541,-109
1542,-11
1543,-14
1544,-11
1545,-11
1546,-11
1547,-11
1548,-15
1549,-11
1550,-11
1551,-13
1552,-108
1553,-13
1554,-11
1555,-11
1556,-13
1557,-13
1558,-11
1559,-102
1560,-11
1561,-15
1562,-11
1563,-11
1564,-18
1565,-11
1566,-15
1567,-11
1568,-18
1569,-11
1570,-113
1571,-11
1572,-11
1573,-13
1574,-11
1575,-11
1576,-13
1577,-106
1578,-12
1579,-18
1580,-11
1581,-11
1582,-12
1583,-11
1584,-11
1585,-11
1586,-11
1587,-11
1588,-11
1589,-100
1590,-13
1591,-110
1592,-13
1593,-11
1594,-11
1595,-101
1596,-11
1597,-11
1598,-11
1599,-11
1600,-14
1601,-11
1602,-12
1603,-15
1604,-105
1605,-11
1606,-11
1607,-11
1608,-11
1609,-11
1610,-11
1611,-11
1612,-11
1613,-100
1614,-11
1615,-11
1616,-11
1617,-11
1618,-14
1619,-11
1620,-11
1621,-15
1622,-11
1623,-11
1624,-11
1625,-11
1626,-103
1627,-11
1628,-12
1629,-104
1630,-12
1631,-11
1632,-11
1633,-11
1634,-11
1635,-18
1636,-11
1637,-11
1638,-11
1639,-107
1640,-106
1641,-11
1642,-105
1643,-13
1644,-11
1645,-11
1646,-111
1647,-11
1648,-13
1649,-11
1650,-11
1651,-100
1652,-106
1653,-11
1654,-13
1655,-11
1656,-11
1657,-105
1658,-11
1659,-19
1660,-111
1661,-11
1662,-107
1663,-15
1664,-13
1665,-104
1666,-11
1667,-12
1668,-11
1669,-11
1670,-11
1671,-11
1672,-11
1673,-11
1674,-11
1675,-13
1676,-14
1677,-104
1678,-104
1679,-11
1680,-11
1681,-17
1682,-13
1683,-11
1684,-100
1685,-11
1686,-13
1687,-13
1688,-11
1689,-11
1690,-11
1691,-12
1692,-13
1693,-11
1694,-13
1695,-108
1696,-11
1697,-11
1698,-11
1699,-11
1700,-11
1701,-110
1702,-12
1703,-13
1704,-16
1705,-11
1706,-11
1707,-12
1708,-11
1709,-13
1710,-11
1711,-108
1712,-11
1713,-13
1714,-110
1715,-11
1716,-11
1717,-11
1718,-107
1719,-11
1720,-11
1721,-11
1722,-11
1723,-11
1724,-13
1725,-11
1726,-11
1727,-16
1728,-11
1729,-11
1730,-11
1731,-11
1732,-11
1733,-104
1734,-11
1735,-111
1736,-11
1737,-11
1738,-11
1739,-15
1740,-104
1741,-11
1742,-13
1743,-11
1744,-11
1745,-11
1746,-11
1747,-11
1748,-11
1749,-20
1750,-11
1751,-11
1752,-12
1753,-11
1754,-11
1755,-13
1756,-15
1757,-11
1758,-11
1759,-103
1760,-11
1761,-17
1762,-11
1763,-13
1764,-100
1765,-11
1766,-11
1767,-104
1768,-11
1769,-14
1770,-11
1771,-13
1772,-13
1773,-102
1774,-13
1775,-107
1776,-15
1777,-13
1778,-11
1779,-111
1780,-102
1781,-110
1782,-11
1783,-12
1784,-11
1785,-11
1786,-11
1787,-11
1788,-15
1789,-11
1790,-11
1791,-13
1792,-109
1793,-11
1794,-100
1795,-11
1796,-16
1797,-11
1798,-13
1799,-11
1800,-108
1801,-11
1802,-13
1803,-11
1804,-11
1805,-11
1806,-11
1807,-11
1808,-11
1809,-11
1810,-11
1811,-11
1812,-11
1813,-107
1814,-13
1815,-11
1816,-13
1817,-11
1818,-11
1819,-108
1820,-11
1821,-15
1822,-11
1823,-11
1824,-11
1825,-11
1826,-11
1827,-12
1828,-11
1829,-103
1830,-103
1831,-11
1832,-11
1833,-11
1834,-11
1835,-11
1836,-11
1837,-11
1838,-11
1839,-25
1840,-11
1841,-11
1842,-11
1843,-11
1844,-13
1845,-11
1846,-11
1847,-11
1848,-108
1849,-11
1850,-11
1851,-11
1852,-11
1853,-11
1854,-11
1855,-11
1856,-11
1857,-11
1858,-11
1859,-11
1860,-11
1861,-11
1862,-13
1863,-104
1864,-100
1865,-11
1866,-12
1867,-111
1868,-11
1869,-11
1870,-13
1871,-13
1872,-11
1873,-12
1874,-11
1875,-11
1876,-12
1877,-12
1878,-11
1879,-11
1880,-13
1881,-11
1882,-11
1883,-103
1884,-11
1885,-11
1886,-13
1887,-14
1888,-11
1889,-11
1890,-11
1891,-11
1892,-11
1893,-11
1894,-100
1895,-11
1896,-15
1897,-11
1898,-11
1899,-24
1900,-110
1901,-13
1902,-13
1903,-11
1904,-11
1905,-11
1906,-11
1907,-11
1908,-11
1909,-11
1910,-11
1911,-11
1912,-11
1913,-11
1914,-113
1915,-106
1916,-11
1917,-11
1918,-11
1919,-19
1920,-11
1921,-11
1922,-15
1923,-11
1924,-11
1925,-14
1926,-11
1927,-11
1928,-15
1929,-11
1930,-11
1931,-13
1932,-11
1933,-11
1934,-11
1935,-11
1936,-11
1937,-15
1938,-11
1939,-13
1940,-103
1941,-13
1942,-11
1943,-15
1944,-13
1945,-11
1946,-11
1947,-11
1948,-11
1949,-11
1950,-13
1951,-13
1952,-104
1953,-11
1954,-100
1955,-11
1956,-11
1957,-11
1958,-11
1959,-13
1960,-13
1961,-11
1962,-11
1963,-11
1964,-105
1965,-11
1966,-11
1967,-12
1968,-11
1969,-11
1970,-13
1971,-11
1972,-11
1973,-11
1974,-11
1975,-11
1976,-13
1977,-11
1978,-11
1979,-11
1980,-13
1981,-11
1982,-13
1983,-11
1984,-11
1985,-12
1986,-105
1987,-11
1988,-11
1989,-11
1990,-13
1991,-113
1992,-13
1993,-11
1994,-11
1995,-11
1996,-11
1997,-11
1998,-108
1999,-15
2000,-13
2001,-11
2002,-113
2003,-11
2004,-13
2005,-11
2006,-11
2007,-11
2008,-11
2009,-108
2010,-11
2011,-11
2012,-11
2013,-11
2014,-11
2015,-11
2016,-11
2017,-11
2018,-11
2019,-11
2020,-13
2021,-11
2022,-111
2023,-11
2024,-11
2025,-11
2026,-13
2027,-11
2028,-13
2029,-11
2030,-13
2031,-11
2032,-15
2033,-11
2034,-13
2035,-108
2036,-11
2037,-13
2038,-108
2039,-13
2040,-11
2041,-11
2042,-111
2043,-13
2044,-11
2045,-13
2046,-11
2047,-11
2048,-107
2049,-11
2050,-11
2051,-12
2052,-15
2053,-11
2054,-11
2055,-11
2056,-11
2057,-13
2058,-11
2059,-11
2060,-104
2061,-12
2062,-11
2063,-11
2064,-13
2065,-15
2066,-102
2067,-13
2068,-13
2069,-11
2070,-11
2071,-11
2072,-11
2073,-11
2074,-102
2075,-11
2076,-11
2077,-11
2078,-11
2079,-15
2080,-15
2081,-11
2082,-11
2083,-11
2084,-12
2085,-110
2086,-11
2087,-11
2088,-113
2089,-11
2090,-11
2091,-11
2092,-11
2093,-12
2094,-11
2095,-13
2096,-13
2097,-11
2098,-11
2099,-11
2100,-11
2101,-106
2102,-11
2103,-11
2104,-11
2105,-11
2106,-11
2107,-13
2108,-11
2109,-11
2110,-11
2111,-11
2112,-11
2113,-11
2114,-11
2115,-11
2116,-11
2117,-11
2118,-11
2119,-11
2120,-11
2121,-110
2122,-11
2123,-13
2124,-11
2125,-11
2126,-11
2127,-11
2128,-11
2129,-11
2130,-13
2131,-11
2132,-11
2133,-11
2134,-15
2135,-11
2136,-11
2137,-11
2138,-11
2139,-13
2140,-13
2141,-11
2142,-11
2143,-11
2144,-11
2145,-13
2146,-11
2147,-12
2148,-107
2149,-11
2150,-11
2151,-11
2152,-11
2153,-11
2154,-11
2155,-11
2156,-11
2157,-13
2158,-11
2159,-15
2160,-111
2161,-13
2162,-11
2163,-11
2164,-102
2165,-11
2166,-11
2167,-14
2168,-11
2169,-11
2170,-104
2171,-108
2172,-11
2173,-103
2174,-15
2175,-11
2176,-11
2177,-13
2178,-11
2179,-11
2180,-11
2181,-110
2182,-111
2183,-11
2184,-14
2185,-11
2186,-107
2187,-11
2188,-12
2189,-11
2190,-11
2191,-13
2192,-11
2193,-11
2194,-105
2195,-13
2196,-11
2197,-13
2198,-22
2199,-11
2200,-11
2201,-11
2202,-11
2203,-11
2204,-13
2205,-11
2206,-13
2207,-11
2208,-13
2209,-13
2210,-13
2211,-11
2212,-13
2213,-100
2214,-104
2215,-11
2216,-15
2217,-11
2218,-11
2219,-11
2220,-13
2221,-11
2222,-11
2223,-11
2224,-11
2225,-11
2226,-108
2227,-11
2228,-11
2229,-11
2230,-11
2231,-11
2232,-12
2233,-11
2234,-11
2235,-11
2236,-11
2237,-104
2238,-11
2239,-11
2240,-11
2241,-11
2242,-11
2243,-11
2244,-13
2245,-13
2246,-11
2247,-11
2248,-11
2249,-11
2250,-11
2251,-102
2252,-11
2253,-11
2254,-11
2255,-11
2256,-13
2257,-103
2258,-11
2259,-11
2260,-13
2261,-11
2262,-11
2263,-11
2264,-112
2265,-13
2266,-14
2267,-11
2268,-11
2269,-11
2270,-13
2271,-11
2272,-11
2273,-11
2274,-11
2275,-11
2276,-13
2277,-13
2278,-11
2279,-11
2280,-13
2281,-11
2282,-11
2283,-11
2284,-102
2285,-11
2286,-11
2287,-13
2288,-11
2289,-15
2290,-11
2291,-105
2292,-13
2293,-11
2294,-13
2295,-13
2296,-11
2297,-11
2298,-13
2299,-11
2300,-106
2301,-110
2302,-11
2303,-105
2304,-11
2305,-11
2306,-11
2307,-11
2308,-109
2309,-11
2310,-11
2311,-11
2312,-11
2313,-11
2314,-16
2315,-11
2316,-13
2317,-11
2318,-11
2319,-12
2320,-102
2321,-11
2322,-11
2323,-11
2324,-11
2325,-12
2326,-11
2327,-12
2328,-12
2329,-12
2330,-11
2331,-13
2332,-13
2333,-11
2334,-11
2335,-11
2336,-11
2337,-11
2338,-12
2339,-11
2340,-11
2341,-103
2342,-11
2343,-11
2344,-108
2345,-11
2346,-13
2347,-11
2348,-11
2349,-15
2350,-11
2351,-13
2352,-17
2353,-13
2354,-11
2355,-15
2356,-11
2357,-11
2358,-11
2359,-13
2360,-11
2361,-106
2362,-12
2363,-11
2364,-11
2365,-16
2366,-13
2367,-11
2368,-11
2369,-11
2370,-11
2371,-11
2372,-11
2373,-13
2374,-11
2375,-13
2376,-11
2377,-106
2378,-11
2379,-11
2380,-11
2381,-13
2382,-11
2383,-11
2384,-11
2385,-11
2386,-13
2387,-11
2388,-11
2389,-11
2390,-110
2391,-11
2392,-11
2393,-11
2394,-13
2395,-114
2396,-11
2397,-11
2398,-107
2399,-11
2400,-11
2401,-17
2402,-11
2403,-13
2404,-12
2405,-15
2406,-12
2407,-13
2408,-11
2409,-11
2410,-104
2411,-11
2412,-11
2413,-104
2414,-104
2415,-11
2416,-11
2417,-11
2418,-13
2419,-16
2420,-13
2421,-11
2422,-11
2423,-12
2424,-100
2425,-22
2426,-13
2427,-11
2428,-11
2429,-11
2430,-11
2431,-11
2432,-11
2433,-11
2434,-11
2435,-11
2436,-13
2437,-11
2438,-11
2439,-11
2440,-11
2441,-11
2442,-11
2443,-15
2444,-109
2445,-13
2446,-13
2447,-13
2448,-13
2449,-11
2450,-11
2451,-12
2452,-106
2453,-11
2454,-106
2455,-11
2456,-11
2457,-103
2458,-11
2459,-13
2460,-11
2461,-11
2462,-11
2463,-11
2464,-103
2465,-11
2466,-106
2467,-12
2468,-11
2469,-14
2470,-11
2471,-15
2472,-11
2473,-13
2474,-11
2475,-11
2476,-11
2477,-11
2478,-13
2479,-102
2480,-11
2481,-102
2482,-13
2483,-11
2484,-11
2485,-12
2486,-15
2487,-11
2488,-102
2489,-11
2490,-11
2491,-13
2492,-16
2493,-13
2494,-11
2495,-13
2496,-11
